Unnamed: 0,daily_screen_time,app_sessions,social_media_usage,gaming_time,notifications,night_usage,age,work_study_hours,stress_level,apps_installed,addicted
6810,4,22,2,0,49,2,47,7,3,24,not addicted
6814,3,25,2,0,62,0,28,5,0,18,not addicted
6817,4,31,2,1,53,0,33,4,1,22,not addicted
6819,3,27,1,0,53,1,49,9,5,30,not addicted
6820,6,31,1,0,55,1,30,10,6,28,not addicted
6822,6,28,1,3,53,1,19,4,5,28,addicted
6824,5,40,2,2,65,1,23,6,5,26,addicted
6825,6,26,2,0,48,1,25,8,2,18,not addicted
6826,9,34,2,3,73,0,29,7,5,23,addicted
6827,3,24,2,1,56,0,37,7,2,23,not addicted
6828,3,24,0,0,63,1,23,8,1,20,not addicted
6829,3,21,1,0,51,1,46,8,2,26,not addicted
6830,2,25,1,0,54,0,43,7,6,31,not addicted
6834,0,31,0,0,50,0,26,2,3,25,not addicted
6836,4,31,3,1,40,0,32,8,4,23,not addicted
6844,2,23,0,2,40,0,30,10,2,30,not addicted
6849,6,37,3,1,45,1,45,4,5,22,not addicted
6851,2,20,2,0,54,0,45,6,1,35,not addicted
6853,3,28,1,1,41,1,27,9,5,34,not addicted
6856,4,17,0,1,50,0,46,5,1,20,not addicted
6858,2,23,1,0,46,1,23,5,1,33,not addicted
6861,3,34,2,0,61,0,20,3,6,28,not addicted
6862,3,27,0,0,57,1,38,9,0,34,not addicted
6863,7,29,3,0,46,1,53,9,5,26,not addicted
6864,4,25,1,1,47,0,41,5,1,23,not addicted
6866,4,25,0,0,52,0,34,7,3,32,not addicted
6867,4,35,2,1,44,0,43,5,2,29,not addicted
6868,5,19,0,1,52,1,33,8,2,27,not addicted
6869,4,25,2,0,61,1,47,11,3,26,not addicted
6870,5,21,2,1,46,1,37,6,3,23,not addicted
6871,4,28,0,1,38,0,41,9,4,28,not addicted
6872,3,18,0,0,41,0,31,9,3,21,not addicted
6875,3,25,2,1,50,0,36,9,6,27,not addicted
6876,4,34,3,0,61,1,30,5,5,37,addicted
6877,4,29,1,1,43,1,41,7,0,20,not addicted
6883,1,33,0,0,46,1,21,8,1,21,not addicted
6887,2,21,2,0,43,0,44,8,1,13,not addicted
6888,3,23,0,0,44,0,50,6,1,21,not addicted
6892,4,24,0,1,39,1,33,9,1,21,not addicted
6894,2,22,1,0,38,1,27,8,2,25,not addicted
6902,5,21,0,0,44,0,25,5,0,26,not addicted
6904,6,37,0,2,69,3,44,3,5,26,addicted
6905,6,37,1,3,61,0,32,4,4,21,addicted
6906,6,39,3,2,75,1,30,8,5,22,addicted
6908,6,29,1,1,57,1,31,8,0,25,not addicted
6909,3,28,1,1,51,0,42,9,4,25,not addicted
6915,5,43,3,1,68,0,29,9,8,25,addicted
6926,4,28,0,1,53,0,32,8,0,27,not addicted
6933,6,28,2,2,83,0,16,7,4,32,addicted
6937,6,41,3,1,59,2,41,7,7,17,addicted
6938,5,44,2,2,84,1,38,3,3,31,addicted
6940,3,35,1,1,50,1,41,8,4,33,not addicted
6942,3,26,1,0,32,0,24,5,0,31,not addicted
6943,2,25,1,1,59,0,54,5,6,30,not addicted
6944,5,40,1,0,70,3,43,8,4,33,addicted
6946,2,34,0,0,59,0,23,6,7,25,not addicted
6947,5,27,2,2,71,0,40,6,8,36,addicted
6949,3,29,0,0,58,2,26,6,0,20,not addicted
6950,3,25,1,1,52,1,39,3,2,33,not addicted
6951,5,29,2,0,82,2,18,7,6,22,addicted
6953,5,27,1,0,49,0,30,5,0,25,not addicted
6954,8,37,3,2,58,0,17,3,3,35,addicted
6958,3,31,0,1,57,1,29,7,0,24,not addicted
6959,2,27,2,0,40,0,21,8,1,35,not addicted
6962,4,23,1,1,47,1,43,6,5,25,not addicted
6963,6,33,2,1,67,1,24,2,3,33,addicted
6966,3,33,2,0,41,1,53,4,4,20,not addicted
6967,2,25,2,0,52,0,39,6,1,23,not addicted
6968,5,26,2,0,53,1,21,9,2,27,not addicted
6969,4,26,0,0,59,1,36,3,1,24,not addicted
6972,8,37,1,3,62,2,33,3,3,30,addicted
6976,3,30,0,1,56,0,49,6,5,16,not addicted
6981,2,26,1,0,61,0,54,9,2,28,not addicted
6982,4,32,1,2,82,1,43,6,7,26,addicted
6988,5,21,0,1,54,1,19,5,0,25,not addicted
6989,6,22,2,0,48,0,45,4,6,30,not addicted
6990,3,26,1,1,60,1,50,7,4,30,not addicted
6992,4,14,1,1,68,0,32,9,4,17,not addicted
6993,6,31,1,2,64,2,26,4,3,38,addicted
6994,5,29,0,1,56,0,29,8,6,20,not addicted
6996,7,28,4,1,60,1,18,8,8,31,addicted
6997,1,22,0,0,47,1,28,4,0,27,not addicted
7000,7,31,2,2,74,1,17,5,7,24,addicted
7002,6,30,1,1,55,0,29,8,7,38,not addicted
7004,4,26,0,1,49,0,26,3,2,23,not addicted
7005,2,26,0,0,49,2,30,8,6,21,not addicted
7006,1,26,0,0,44,0,45,6,6,26,not addicted
7008,5,34,2,1,75,2,39,9,7,26,addicted
7009,6,49,3,3,61,0,21,0,6,37,addicted
7011,6,40,1,1,78,3,36,5,4,33,addicted
7012,5,28,2,2,62,1,17,2,6,25,addicted
7016,4,29,2,0,55,2,27,8,1,23,not addicted
7017,2,25,0,1,57,0,41,8,0,19,not addicted
7022,5,31,2,0,78,2,24,5,7,31,addicted
7025,3,31,2,0,60,0,24,7,4,21,not addicted
7026,9,30,3,1,69,1,25,7,6,29,addicted
7027,7,46,2,2,62,0,39,9,6,32,addicted
7028,3,29,0,0,52,1,50,1,1,35,not addicted
7029,5,23,1,1,50,0,37,6,2,19,not addicted
7030,4,28,2,0,45,1,41,8,4,18,not addicted
7033,3,37,0,0,52,0,21,3,3,19,not addicted
7034,3,27,0,1,51,0,47,5,2,30,not addicted
7035,5,39,0,2,68,2,42,4,6,25,addicted
7038,7,32,3,2,71,1,35,5,5,35,addicted
7039,6,22,1,1,48,1,24,6,2,30,not addicted
7041,4,40,0,2,73,2,23,3,3,39,addicted
7045,3,27,0,0,38,1,24,7,1,31,not addicted
7046,4,23,1,2,57,0,53,8,0,29,not addicted
7051,5,24,1,1,42,1,30,9,3,17,not addicted
7054,4,26,1,0,49,0,48,5,4,31,not addicted
7055,4,43,1,1,60,2,15,3,3,44,addicted
7056,6,39,2,2,61,0,17,9,6,32,addicted
7059,6,32,4,1,62,1,34,6,5,39,addicted
7060,7,39,2,2,64,2,30,6,5,29,addicted
7061,5,41,1,2,83,1,16,2,4,35,addicted
7062,3,23,2,0,51,0,46,4,1,23,not addicted
7064,5,27,1,1,72,2,16,5,6,40,addicted
7073,7,37,1,1,79,2,34,10,7,30,addicted
7074,5,26,1,0,70,4,19,3,5,39,addicted
7075,7,29,2,2,75,2,21,6,4,24,addicted
7076,6,36,2,1,59,1,21,5,5,31,addicted
7078,5,26,0,0,50,0,40,6,4,14,not addicted
7081,2,29,2,0,57,0,21,8,1,23,not addicted
7083,4,38,3,1,84,0,19,9,3,27,addicted
7084,2,24,0,0,44,0,30,7,7,24,not addicted
7085,4,36,1,0,52,0,45,7,6,27,not addicted
7090,5,29,0,0,48,0,33,6,2,23,not addicted
7091,2,22,1,1,46,0,39,6,0,18,not addicted
7092,4,17,0,0,59,1,24,8,6,35,not addicted
7093,4,26,3,0,51,1,48,11,2,27,not addicted
7097,3,39,1,1,57,1,42,9,0,26,not addicted
7099,6,27,0,1,55,2,54,5,0,29,not addicted
7100,3,27,3,0,57,0,43,5,6,21,not addicted
7104,7,46,1,2,66,2,29,5,6,33,addicted
7105,5,38,2,1,81,1,42,5,7,33,addicted
7108,7,35,4,1,54,0,21,7,5,35,addicted
7112,3,27,1,0,55,0,55,4,2,24,not addicted
7113,4,31,1,1,52,1,32,7,0,26,not addicted
7114,5,34,2,1,70,2,26,6,7,19,addicted
7115,5,30,0,0,47,0,48,9,6,24,not addicted
7116,4,23,1,1,57,2,35,8,6,21,not addicted
7117,5,21,0,2,37,1,27,7,0,33,not addicted
7118,6,38,2,2,71,1,25,4,5,30,addicted
7119,3,33,1,0,48,1,38,3,3,25,not addicted
7124,3,24,0,1,45,1,28,5,6,23,not addicted
7125,5,22,2,0,52,0,35,5,1,25,not addicted
7127,3,26,0,0,49,0,39,5,4,28,not addicted
7129,1,18,1,0,46,0,33,1,5,16,not addicted
7133,4,27,0,1,45,1,37,5,0,21,not addicted
7135,5,34,1,3,66,1,19,7,8,18,addicted
7136,6,30,2,1,58,1,47,8,6,21,not addicted
7138,6,31,0,2,62,2,21,6,6,31,addicted
7139,4,17,1,0,44,1,33,7,3,21,not addicted
7141,4,20,0,0,38,0,33,11,2,38,not addicted
7142,2,21,0,0,42,0,37,7,3,21,not addicted
7143,4,29,2,0,38,0,49,7,6,21,not addicted
7144,3,22,1,0,43,0,49,4,3,28,not addicted
7145,2,36,0,0,54,0,31,7,1,29,not addicted
7146,4,27,4,0,53,0,21,7,1,30,not addicted
7147,1,19,0,0,53,0,44,4,3,24,not addicted
7149,7,35,0,3,65,2,28,2,5,37,addicted
7152,7,31,2,1,55,0,38,1,5,27,not addicted
7155,4,29,2,2,50,0,23,8,4,35,addicted
7156,4,25,1,1,58,0,53,5,2,21,not addicted
7157,5,26,2,0,40,1,53,5,4,29,not addicted
7160,4,38,2,1,71,1,18,6,7,32,addicted
7164,4,29,1,0,65,0,48,6,2,18,not addicted
7168,2,24,0,1,64,0,25,4,6,25,not addicted
7169,5,27,0,0,59,0,33,3,6,30,not addicted
7170,2,25,1,0,59,0,36,6,3,26,not addicted
7171,3,23,0,1,47,0,42,6,2,23,not addicted
7175,8,44,2,0,68,3,28,4,8,39,addicted
7178,5,34,2,2,62,1,24,4,3,36,addicted
7182,8,43,2,0,62,2,27,6,7,33,addicted
7184,5,28,2,1,65,2,20,4,4,35,addicted
7187,4,35,0,1,56,2,27,7,5,28,not addicted
7188,2,29,0,0,63,0,28,6,3,23,not addicted
7189,6,29,1,1,85,2,20,7,7,27,addicted
7191,3,27,0,0,53,1,20,8,2,29,not addicted
7193,4,25,2,0,58,1,49,5,6,27,not addicted
7194,3,27,2,1,52,0,47,6,3,31,not addicted
7195,1,25,1,0,35,0,29,6,3,24,not addicted
7198,2,14,1,1,50,0,47,5,5,20,not addicted
7200,3,40,0,0,48,1,25,8,5,22,not addicted
7203,1,28,1,0,39,0,21,6,2,21,not addicted
7210,3,18,1,1,48,1,28,6,1,29,not addicted
7212,7,41,3,3,70,1,36,6,9,28,addicted
7213,2,25,1,0,55,0,39,5,1,29,not addicted
7218,5,22,1,0,50,0,27,10,3,20,not addicted
7219,6,32,2,2,71,2,37,5,7,28,addicted
7220,7,34,4,2,76,0,30,3,4,34,addicted
7221,2,11,0,1,61,0,42,8,5,31,not addicted
7223,3,14,2,0,43,0,53,9,3,29,not addicted
7225,5,24,1,2,53,1,50,7,5,28,not addicted
7226,4,32,1,1,44,1,38,5,0,26,not addicted
7227,4,29,2,0,52,0,39,6,0,23,not addicted
7230,4,23,2,1,58,0,26,5,2,19,not addicted
7231,5,25,1,2,57,1,22,10,5,29,not addicted
7232,4,22,1,1,44,1,40,4,3,22,not addicted
7233,7,44,0,3,63,2,34,5,8,29,addicted
7235,6,31,2,2,75,2,31,7,8,35,addicted
7237,5,21,3,0,41,0,26,5,5,22,not addicted
7238,3,29,1,1,57,1,50,6,1,23,not addicted
7242,4,23,0,2,44,1,32,4,3,23,not addicted
7244,5,26,1,1,53,1,24,7,5,24,not addicted
7246,2,20,2,0,48,0,29,8,4,16,not addicted
7250,4,39,1,1,61,0,47,7,3,29,not addicted
7251,6,24,2,0,55,0,22,5,4,27,not addicted
7253,5,31,1,2,50,0,42,6,7,27,not addicted
7255,2,31,1,0,53,0,30,7,4,38,not addicted
7256,4,24,1,1,54,0,44,8,1,33,not addicted
7258,8,24,0,1,51,0,37,7,4,22,not addicted
7259,9,25,3,2,68,2,16,3,7,28,addicted
7261,4,18,0,0,43,0,25,4,3,20,not addicted
7263,2,18,0,0,60,1,30,9,2,25,not addicted
7264,4,29,1,0,41,1,32,7,3,36,not addicted
7268,6,34,4,0,76,1,15,5,9,37,addicted
7269,2,23,0,1,61,0,32,6,5,28,not addicted
7271,6,48,2,1,65,1,15,6,8,33,addicted
7273,6,28,4,2,75,0,40,3,4,41,addicted
7274,4,27,1,0,61,1,44,8,4,28,not addicted
7275,5,43,3,1,73,1,15,3,6,22,addicted
7276,4,27,0,1,48,1,52,9,6,23,not addicted
7278,4,28,1,0,60,1,43,6,0,29,not addicted
7285,4,19,2,0,41,0,38,4,2,26,not addicted
7287,1,33,0,0,51,0,38,5,2,20,not addicted
7288,4,38,2,1,72,1,43,5,8,28,addicted
7289,4,44,2,2,64,0,31,9,5,32,addicted
7290,6,22,2,2,69,2,19,4,7,30,addicted
7295,3,28,0,0,56,0,53,9,0,26,not addicted
7301,4,22,1,0,61,0,35,8,2,29,not addicted
7305,4,34,1,1,51,0,22,6,6,19,not addicted
7311,3,19,1,0,51,0,33,6,5,33,not addicted
7313,3,29,1,0,44,1,36,2,0,23,not addicted
7315,2,22,1,0,46,0,47,7,1,18,not addicted
7317,7,37,0,3,62,2,20,9,5,23,addicted
7318,4,41,1,2,67,1,32,6,5,27,addicted
7320,3,23,0,1,52,1,21,3,1,21,not addicted
7323,4,27,1,0,55,1,27,7,4,24,not addicted
7324,3,24,1,1,50,0,46,6,5,29,not addicted
7325,4,29,2,0,43,0,53,5,7,23,not addicted
7326,3,32,2,1,51,0,49,7,1,27,not addicted
7328,5,17,0,0,37,1,53,13,3,33,not addicted
7329,5,48,2,0,80,2,42,6,4,36,addicted
7330,3,26,0,0,45,1,31,5,6,30,not addicted
7332,4,24,1,0,48,0,40,9,3,31,not addicted
7333,4,21,0,2,43,1,46,7,4,33,not addicted
7334,6,26,2,1,61,3,33,5,3,21,addicted
7336,1,27,0,1,51,0,45,7,2,31,not addicted
7337,4,23,0,1,43,1,23,8,4,24,not addicted
7341,6,33,3,2,77,1,43,7,7,32,addicted
7343,3,25,1,1,50,0,50,5,1,31,not addicted
7344,4,27,1,1,52,1,38,9,4,28,not addicted
7346,3,30,2,0,54,1,21,5,5,31,not addicted
7347,4,27,2,2,52,0,31,8,3,19,not addicted
7349,7,31,2,3,61,1,22,8,3,29,addicted
7351,6,33,2,2,64,0,24,6,8,43,addicted
7352,4,41,2,0,71,2,34,6,4,25,addicted
7355,4,31,2,0,56,0,38,7,6,25,not addicted
7356,2,34,1,0,56,1,24,6,6,17,not addicted
7358,10,26,2,2,82,3,24,3,5,34,addicted
7361,4,30,2,0,48,0,45,4,6,20,not addicted
7362,3,35,2,0,53,0,36,2,1,22,not addicted
7363,5,27,1,0,58,1,25,4,4,17,not addicted
7364,4,15,0,0,45,0,29,8,6,25,not addicted
7366,6,22,0,2,64,0,28,8,5,19,not addicted
7369,5,27,3,0,67,1,37,6,7,40,addicted
7370,6,24,2,1,79,1,22,5,7,32,addicted
7371,5,24,3,0,55,0,42,4,6,13,not addicted
7374,8,31,4,1,77,2,26,6,8,27,addicted
7376,2,18,0,1,42,0,50,7,0,21,not addicted
7377,6,29,0,1,51,0,52,6,1,30,not addicted
7381,3,22,3,0,50,0,40,5,2,24,not addicted
7383,5,23,2,2,59,1,36,4,3,22,not addicted
7384,2,25,0,1,54,0,24,9,1,33,not addicted
7386,4,26,1,0,52,1,25,7,0,25,not addicted
7393,7,30,1,0,48,0,30,5,2,28,not addicted
7396,3,14,2,0,47,1,29,8,5,19,not addicted
7397,5,23,2,0,50,0,45,8,0,33,not addicted
7398,3,19,0,0,49,0,52,9,4,23,not addicted
7402,3,28,2,0,63,1,40,9,2,31,not addicted
7404,10,34,1,1,73,2,42,7,3,29,addicted
7406,7,45,3,0,78,3,41,5,2,34,addicted
7408,6,34,1,2,85,2,35,6,5,38,addicted
7409,4,32,1,1,56,1,24,9,2,30,not addicted
7413,4,21,0,0,38,1,26,6,4,25,not addicted
7414,4,24,1,0,53,0,45,4,5,23,not addicted
7415,4,22,1,0,53,2,45,4,1,26,not addicted
7421,0,29,0,0,52,0,34,7,1,33,not addicted
7422,5,21,1,2,48,0,25,10,0,19,not addicted
7423,2,25,2,0,53,0,20,9,1,28,not addicted
7427,1,30,0,0,61,1,47,5,0,33,not addicted
7430,5,23,1,1,60,0,36,4,3,34,not addicted
7431,3,27,0,0,65,1,41,3,1,33,not addicted
7433,7,22,2,1,66,2,15,3,3,33,addicted
7435,4,32,1,1,47,0,38,5,0,20,not addicted
7436,2,26,0,1,50,0,37,2,5,29,not addicted
7437,4,29,1,0,41,1,42,10,0,21,not addicted
7438,3,23,0,0,53,0,27,9,4,31,not addicted
7440,4,31,1,1,58,0,48,4,3,18,not addicted
7441,3,20,0,0,51,0,39,6,0,21,not addicted
7447,3,20,3,0,45,0,24,3,4,25,not addicted
7450,7,28,3,1,73,0,36,5,8,31,addicted
7456,8,32,2,3,80,2,43,8,8,35,addicted
7458,6,21,1,1,54,0,26,5,4,22,not addicted
7460,6,37,3,1,56,1,35,8,4,35,addicted
7463,2,13,0,0,60,0,25,6,4,29,not addicted
7464,5,28,0,0,64,0,44,7,1,28,not addicted
7465,3,27,3,0,61,0,54,4,4,20,not addicted
7466,10,40,4,1,66,1,26,7,5,23,addicted
7468,2,32,1,0,58,0,34,7,0,28,not addicted
7470,3,28,0,1,57,0,38,6,0,24,not addicted
7473,7,38,2,2,69,2,26,6,4,45,addicted
7474,6,19,0,2,44,0,43,3,0,27,not addicted
7476,5,26,1,2,51,2,25,6,2,18,not addicted
7480,3,28,0,1,51,1,24,7,4,21,not addicted
7484,5,27,2,0,65,1,20,8,5,24,not addicted
7486,2,20,1,0,53,0,47,6,4,20,not addicted
7487,2,29,1,1,41,0,34,7,2,27,not addicted
7488,4,17,2,1,68,0,42,6,4,27,not addicted
7489,3,22,0,0,44,0,24,8,5,30,not addicted
7492,7,31,2,0,71,3,25,8,3,31,addicted
7493,4,24,2,0,46,1,36,7,3,24,not addicted
7494,2,24,0,0,30,1,53,11,5,25,not addicted
7498,1,27,1,0,51,0,28,7,2,24,not addicted
7502,4,24,2,1,43,1,37,7,5,22,not addicted
7503,7,34,1,1,52,2,42,8,8,21,addicted
7504,2,25,0,0,49,1,32,6,5,34,not addicted
7506,7,30,2,3,62,1,31,8,6,27,addicted
7512,6,29,3,1,70,0,27,5,2,21,addicted
7515,5,31,1,0,44,0,22,7,1,23,not addicted
7518,8,22,2,1,70,2,40,6,8,28,addicted
7519,3,31,2,0,61,1,45,4,1,21,not addicted
7520,1,16,1,0,51,0,46,8,3,26,not addicted
7523,6,45,2,1,80,1,38,8,6,23,addicted
7524,5,30,3,1,81,1,35,5,9,40,addicted
7525,4,30,0,0,41,1,32,6,1,24,not addicted
7527,2,26,0,0,39,1,27,1,1,24,not addicted
7529,4,36,1,1,96,2,37,5,8,26,addicted
7530,6,20,1,2,50,1,37,7,1,30,not addicted
7531,7,31,3,1,61,2,15,3,7,26,addicted
7534,7,36,2,1,65,1,15,5,6,29,addicted
7535,3,23,0,1,48,1,35,5,4,23,not addicted
7541,8,38,3,0,75,4,42,7,8,38,addicted
7543,2,19,0,2,55,0,31,5,7,30,not addicted
7544,3,23,1,0,45,1,34,8,2,20,not addicted
7547,4,30,2,0,41,0,54,6,2,16,not addicted
7548,3,21,1,0,46,1,39,8,5,22,not addicted
7549,3,28,1,1,48,0,44,9,5,22,not addicted
7551,5,25,4,0,58,1,43,6,4,23,addicted
7554,8,36,4,2,70,0,37,6,5,32,addicted
7556,8,30,2,2,65,2,24,6,7,46,addicted
7557,3,26,1,1,41,0,29,10,4,17,not addicted
7558,4,34,1,0,56,0,33,7,2,28,not addicted
7559,3,23,1,0,52,1,53,6,5,19,not addicted
7560,8,32,4,1,71,2,15,11,7,29,addicted
7561,5,25,3,1,40,0,40,8,2,25,not addicted
7562,4,24,1,1,48,0,28,8,2,35,not addicted
7565,6,34,2,1,67,2,29,3,7,17,addicted
7566,3,21,0,1,53,0,39,8,2,45,not addicted
7567,4,28,0,2,50,2,21,6,5,30,not addicted
7569,4,31,3,0,37,1,41,8,2,28,not addicted
7573,6,31,4,1,85,1,43,7,7,28,addicted
7575,3,21,1,1,41,0,41,7,2,23,not addicted
7577,3,24,1,2,54,0,50,9,3,33,not addicted
7579,3,26,0,1,55,0,42,7,4,24,not addicted
7580,8,33,2,2,78,2,42,6,4,12,addicted
7582,5,32,4,0,74,1,23,7,8,30,addicted
7586,7,37,2,1,68,2,28,6,7,21,addicted
7589,5,21,0,0,55,1,37,7,5,23,not addicted
7592,6,45,2,1,68,2,17,9,5,29,addicted
7593,7,28,1,2,59,2,19,3,7,39,addicted
7594,6,30,3,1,72,0,43,6,3,30,addicted
7596,6,44,1,1,68,3,35,4,8,31,addicted
7597,5,27,1,1,53,0,24,5,0,17,not addicted
7598,3,22,1,0,61,1,47,11,3,21,not addicted
7599,4,21,1,1,43,0,39,5,1,20,not addicted
7600,6,36,2,0,76,3,38,9,5,25,addicted
7602,6,25,0,0,49,0,49,8,3,24,not addicted
7604,7,38,2,1,64,3,21,5,5,25,addicted
7607,2,16,1,0,50,1,28,10,2,17,not addicted
7608,5,26,2,0,57,2,37,7,0,27,not addicted
7612,6,25,1,2,47,0,32,6,4,29,not addicted
7615,8,40,2,2,77,2,34,7,3,30,addicted
7616,3,30,2,0,41,1,32,4,0,23,not addicted
7620,3,22,2,0,39,0,49,7,2,29,not addicted
7621,6,33,1,1,44,0,28,4,6,21,not addicted
7623,3,31,1,1,57,0,21,8,1,16,not addicted
7625,7,29,3,2,60,1,23,5,6,28,addicted
7630,5,28,1,1,52,0,20,7,5,28,not addicted
7632,4,29,0,1,54,1,21,9,1,19,not addicted
7633,6,33,1,3,48,1,50,8,5,34,not addicted
7634,6,20,1,2,50,1,34,5,5,29,not addicted
7635,3,25,1,1,64,1,44,5,0,24,not addicted
7637,3,25,1,2,53,0,47,7,0,29,not addicted
7640,2,30,1,0,56,1,50,5,4,26,not addicted
7641,2,21,1,1,46,0,33,11,6,25,not addicted
7642,2,20,1,0,59,1,25,7,3,15,not addicted
7644,5,35,3,1,71,0,29,5,4,32,addicted
7645,7,34,0,1,54,1,49,9,5,29,not addicted
7649,4,17,1,1,47,1,32,8,0,26,not addicted
7650,2,30,0,1,47,0,30,3,6,28,not addicted
7652,3,29,2,0,50,0,28,7,5,21,not addicted
7653,6,27,2,1,53,1,23,7,6,29,not addicted
7655,6,29,2,2,71,2,26,6,4,31,addicted
7656,3,14,0,2,44,0,24,5,4,20,not addicted
7659,4,26,0,2,53,0,25,8,5,30,not addicted
7660,2,27,0,2,45,0,29,7,4,23,not addicted
7661,4,36,1,2,73,1,29,8,5,34,addicted
7662,4,24,1,1,49,0,39,7,1,21,not addicted
7665,5,22,0,1,47,1,26,5,0,27,not addicted
7667,7,31,4,3,46,0,18,8,5,28,addicted
7668,6,38,2,1,55,2,22,4,5,42,addicted
7670,5,19,0,0,51,1,54,10,1,16,not addicted
7672,4,21,1,0,46,0,25,4,0,26,not addicted
7673,5,31,0,0,46,1,54,4,4,20,not addicted
7675,3,24,1,0,57,2,34,5,3,25,not addicted
7676,4,25,1,0,63,2,52,7,0,25,not addicted
7677,5,32,1,1,45,0,25,8,0,26,not addicted
7678,8,31,4,0,85,0,26,6,3,34,addicted
7679,3,30,0,1,47,2,23,7,3,15,not addicted
7682,5,44,2,0,69,3,36,6,3,25,addicted
7683,1,28,0,1,33,0,40,8,4,24,not addicted
7684,4,25,1,0,40,0,48,5,6,32,not addicted
7685,4,34,2,2,75,0,37,6,9,38,addicted
7686,6,27,3,1,76,2,25,6,7,31,addicted
7687,3,23,1,0,61,0,26,8,1,18,not addicted
7690,6,30,2,1,50,1,32,6,2,23,not addicted
7694,3,27,2,0,47,0,34,11,2,31,not addicted
7695,4,43,1,2,68,1,34,7,8,27,addicted
7698,5,49,2,1,57,2,43,10,5,23,addicted
7701,4,33,2,2,48,0,50,7,4,34,not addicted
7702,4,30,2,2,63,0,41,3,3,26,addicted
7706,4,30,1,0,50,1,20,3,6,20,not addicted
7707,5,35,2,1,74,1,36,6,3,27,addicted
7708,5,32,1,1,54,2,39,4,4,34,addicted
7709,4,29,0,1,49,0,34,6,6,32,not addicted
7712,4,23,0,0,52,0,48,2,0,19,not addicted
7713,2,16,0,1,50,0,40,4,5,32,not addicted
7714,3,26,1,0,41,1,49,9,5,35,not addicted
7715,6,24,2,0,56,1,21,8,0,21,not addicted
7716,4,21,3,0,76,1,22,4,3,36,addicted
7718,4,22,1,2,52,1,27,7,6,24,not addicted
7719,5,26,1,1,49,1,31,9,6,31,not addicted
7722,5,21,0,1,55,0,52,8,3,20,not addicted
7724,5,35,1,3,74,1,15,4,8,28,addicted
7725,4,32,0,0,41,0,46,6,0,25,not addicted
7730,7,35,3,3,80,1,23,6,6,25,addicted
7732,5,23,1,0,49,1,27,6,2,32,not addicted
7733,9,28,1,2,62,1,26,7,4,23,addicted
7738,6,22,1,0,66,2,38,8,0,29,not addicted
7739,4,20,0,1,56,0,25,7,1,27,not addicted
7740,5,21,2,1,37,1,46,5,0,25,not addicted
7742,3,17,1,0,46,1,31,5,6,32,not addicted
7744,4,26,2,1,40,1,38,6,2,34,not addicted
7746,6,34,3,0,74,2,24,5,6,41,addicted
7748,8,20,2,2,49,0,54,8,3,14,not addicted
7749,1,25,0,1,55,0,23,5,4,30,not addicted
7750,3,20,1,0,52,0,46,2,3,35,not addicted
7753,5,19,2,1,50,1,46,8,1,26,not addicted
7755,4,25,1,0,58,0,49,9,3,30,not addicted
7756,7,28,4,1,69,2,24,6,5,28,addicted
7757,4,35,1,2,64,1,16,2,8,30,addicted
7758,3,30,1,0,50,1,40,10,6,25,not addicted
7762,2,23,0,1,56,1,46,5,0,19,not addicted
7763,5,31,4,0,72,1,17,8,5,35,addicted
7766,2,23,1,0,51,0,41,7,2,29,not addicted
7767,4,25,0,0,73,1,50,9,1,22,not addicted
7768,5,28,0,1,58,1,23,4,2,21,not addicted
7770,3,16,1,0,45,1,29,5,6,19,not addicted
7772,3,23,2,1,44,0,32,5,7,24,not addicted
7774,2,24,0,1,51,0,26,6,4,21,not addicted
7776,7,30,1,0,55,0,55,6,1,21,not addicted
7777,2,25,2,0,46,0,51,4,2,23,not addicted
7778,4,22,3,0,45,1,28,6,1,32,not addicted
7779,6,18,2,1,44,1,26,8,4,22,not addicted
7780,3,18,0,1,67,0,52,6,6,28,not addicted
7781,7,30,2,1,56,2,44,9,5,40,addicted
7782,5,16,0,0,53,0,32,7,5,27,not addicted
7788,3,22,1,0,51,0,51,8,1,25,not addicted
7789,5,29,0,0,39,0,37,3,6,31,not addicted
7794,6,37,2,0,70,2,30,4,9,22,addicted
7795,4,34,1,0,67,1,31,7,1,20,not addicted
7797,3,26,0,0,57,0,38,5,2,27,not addicted
7798,3,20,2,1,45,0,53,6,4,30,not addicted
7800,3,18,1,0,47,1,24,5,2,28,not addicted
7803,6,29,2,1,57,0,40,5,1,20,not addicted
7804,9,38,4,0,65,0,20,6,6,21,addicted
7805,3,38,0,1,42,1,35,5,2,25,not addicted
7806,3,17,1,0,48,0,45,5,5,27,not addicted
7808,7,36,0,2,59,2,38,6,4,28,addicted
7809,2,25,1,1,46,0,22,9,6,21,not addicted
7811,5,25,2,1,55,0,48,7,2,24,not addicted
7813,8,33,3,1,70,1,22,9,5,27,addicted
7814,5,34,1,0,51,1,30,6,6,23,not addicted
7815,2,25,0,1,41,1,43,7,2,13,not addicted
7817,4,26,2,1,72,1,36,4,4,28,addicted
7818,4,23,1,0,49,0,33,5,0,22,not addicted
7819,7,41,1,2,57,2,32,5,7,32,addicted
7823,4,22,1,1,58,0,39,5,5,20,not addicted
7825,8,37,2,2,76,1,34,4,7,27,addicted
7827,4,26,2,1,51,1,49,4,2,27,not addicted
